编号,概念中文名,难度,中文首字母,中文首字母串长度,概念英文名,英文字符串长度,概念中文拼音,拼音字符串长度
65,发散点列,4,FSDL,4,divergence_point_sequence,25,fasandianlie,12
66,发散函数列,4,FSHSL,5,divergence_sequence_of_functions,32,fasanhanshulie,14
67,发散函数族,4,FSHSZ,5,divergence_family_of_functions,30,fasanhanshuzu,13
68,振荡数列,4,ZDSL,4,oscillation_sequence,20,zhendangshulie,14
69,振荡子列,4,ZDZL,4,oscillation_subsequence,23,zhendangzilie,13
70,振荡点列,4,ZDDL,4,oscillation_point_sequence,26,zhendangdianlie,15
71,振荡函数列,4,ZDHSL,5,oscillation_sequence_of_functions,33,zhendanghanshulie,17
72,振荡函数族,4,ZDHSZ,5,oscillation_family_of_functions,31,zhendanghanshuzu,16
73,递增数列,4,DZSL,4,increasing_sequence,19,dizengshulie,12
74,递增子列,4,DZZL,4,increasing_subsequence,22,dizengzilie,11
75,递增点列,4,DZDL,4,increasing_point_sequence,25,dizengdianlie,13
76,递增函数列,4,DZHSL,5,increasing_sequence_of_functions,32,dizenghanshulie,15
77,递增函数族,4,DZHSZ,5,increasing_family_of_functions,30,dizenghanshuzu,14
78,递减数列,4,DJSL,4,decreasing_sequence,19,dijianshulie,12
79,递减子列,4,DJZL,4,decreasing_subsequence,22,dijianzilie,11
80,递减点列,4,DJDL,4,decreasing_point_sequence,25,dijiandianlie,13
81,递减函数列,4,DJHSL,5,decreasing_sequence_of_functions,32,dijianhanshulie,15
82,递减函数族,4,DJHSZ,5,decreasing_family_of_functions,30,dijianhanshuzu,14
83,基本数列,4,JBSL,4,fundamental_sequence,20,jibenshulie,11
84,基本子列,4,JBZL,4,fundamental_subsequence,23,jibenzilie,10
85,基本点列,4,JBDL,4,fundamental_point_sequence,26,jibendianlie,12
86,基本函数列,4,JBHSL,5,fundamental_sequence_of_functions,33,jibenhanshulie,14
87,基本函数族,4,JBHSZ,5,fundamental_family_of_functions,31,jibenhanshuzu,13
88,稠密数列,4,CMSL,4,dense_sequence,14,choumishulie,12
89,稠密子列,4,CMZL,4,dense_subsequence,17,choumizilie,11
90,稠密点列,4,CMDL,4,dense_point_sequence,20,choumidianlie,13
91,稠密函数列,4,CMHSL,5,dense_sequence_of_functions,27,choumihanshulie,15
92,稠密函数族,4,CMHSZ,5,dense_family_of_functions,25,choumihanshuzu,14
93,紧数列,4,JSL,3,compact_sequence,16,jinshulie,9
94,紧子列,4,JZL,3,compact_subsequence,19,jinzilie,8
95,紧点列,4,JDL,3,compact_point_sequence,22,jindianlie,10
96,紧函数列,4,JHSL,4,compact_sequence_of_functions,29,jinhanshulie,12
97,紧函数族,4,JHSZ,4,compact_family_of_functions,27,jinhanshuzu,11
98,逐点有界,5,ZDYJ,4,bounded_point_by_point,22,zhudianyoujie,13
99,逐点连续,5,ZDLX,4,point_by_point_continuous,25,zhudianlianxu,13
100,逐点等连续,5,ZDDLX,5,point_by_point_etc_continuous,29,zhudiandenglianxu,17
