编号,概念中文名,难度,中文首字母,中文首字母串长度,概念英文名,英文字符串长度,概念中文拼音,拼音字符串长度
18,高阶表示论诱导表示张量积,10,GJBSLYDBSZLJ,12,advanced_representation_theory_induced_representation_tensor_product,68,gaojiebiaoshilunyoudaobiaoshizhangliangji,41
19,高阶表示论诱导表示局部化,10,GJBSLYDBSJBH,12,advanced_representation_theory_induced_representation_localization,66,gaojiebiaoshilunyoudaobiaoshijubuhua,36
20,高阶表示论诱导表示几何实现,10,GJBSLYDBSJHSX,13,advanced_representation_theory_induced_representation_geometric_realization,75,gaojiebiaoshilunyoudaobiaoshijiheshixian,40
21,高阶表示论哈里什钱德拉模权空间,10,GJBSLHLSQDLMQKJ,15,advanced_representation_theory_harish_chandra_module_weight_space,65,gaojiebiaoshilunhalishenqiandelamoquankongjian,46
22,高阶表示论哈里什钱德拉模根算子,10,GJBSLHLSQDLMGSZ,15,advanced_representation_theory_harish_chandra_module_root_operator,66,gaojiebiaoshilunhalishenqiandelamogensuanzi,43
23,高阶表示论哈里什钱德拉模互反律,10,GJBSLHLSQDLMHFL,15,advanced_representation_theory_harish_chandra_module_reciprocity_law,68,gaojiebiaoshilunhalishenqiandelamohufanlv,41
24,高阶表示论哈里什钱德拉模迹公式,10,GJBSLHLSQDLMJGS,15,advanced_representation_theory_harish_chandra_module_trace_formula,66,gaojiebiaoshilunhalishenqiandelamojigongshi,43
25,高阶表示论哈里什钱德拉模单性判定,10,GJBSLHLSQDLMDXPD,16,advanced_representation_theory_harish_chandra_module_simplicity_criterion,73,gaojiebiaoshilunhalishenqiandelamodanxingpanding,48
26,高阶表示论哈里什钱德拉模合成列,10,GJBSLHLSQDLMHCL,15,advanced_representation_theory_harish_chandra_module_composition_series,71,gaojiebiaoshilunhalishenqiandelamohechenglie,44
27,高阶表示论哈里什钱德拉模对偶模,10,GJBSLHLSQDLMDOM,15,advanced_representation_theory_harish_chandra_module_dual_module,64,gaojiebiaoshilunhalishenqiandelamoduioumo,41
28,高阶表示论哈里什钱德拉模张量积,10,GJBSLHLSQDLMZLJ,15,advanced_representation_theory_harish_chandra_module_tensor_product,67,gaojiebiaoshilunhalishenqiandelamozhangliangji,46
29,高阶表示论哈里什钱德拉模局部化,10,GJBSLHLSQDLMJBH,15,advanced_representation_theory_harish_chandra_module_localization,65,gaojiebiaoshilunhalishenqiandelamojubuhua,41
30,高阶表示论哈里什钱德拉模几何实现,10,GJBSLHLSQDLMJHSX,16,advanced_representation_theory_harish_chandra_module_geometric_realization,74,gaojiebiaoshilunhalishenqiandelamojiheshixian,45
31,高阶表示论维尔马模权空间,10,GJBSLWEMMQKJ,12,advanced_representation_theory_verma_module_weight_space,56,gaojiebiaoshilunweiermamoquankongjian,37
32,高阶表示论维尔马模根算子,10,GJBSLWEMMGSZ,12,advanced_representation_theory_verma_module_root_operator,57,gaojiebiaoshilunweiermamogensuanzi,34
33,高阶表示论维尔马模互反律,10,GJBSLWEMMHFL,12,advanced_representation_theory_verma_module_reciprocity_law,59,gaojiebiaoshilunweiermamohufanlv,32
34,高阶表示论维尔马模迹公式,10,GJBSLWEMMJGS,12,advanced_representation_theory_verma_module_trace_formula,57,gaojiebiaoshilunweiermamojigongshi,34
35,高阶表示论维尔马模单性判定,10,GJBSLWEMMDXPD,13,advanced_representation_theory_verma_module_simplicity_criterion,64,gaojiebiaoshilunweiermamodanxingpanding,39
36,高阶表示论维尔马模合成列,10,GJBSLWEMMHCL,12,advanced_representation_theory_verma_module_composition_series,62,gaojiebiaoshilunweiermamohechenglie,35
37,高阶表示论维尔马模对偶模,10,GJBSLWEMMDOM,12,advanced_representation_theory_verma_module_dual_module,55,gaojiebiaoshilunweiermamoduioumo,32
38,高阶表示论维尔马模张量积,10,GJBSLWEMMZLJ,12,advanced_representation_theory_verma_module_tensor_product,58,gaojiebiaoshilunweiermamozhangliangji,37
39,高阶表示论维尔马模局部化,10,GJBSLWEMMJBH,12,advanced_representation_theory_verma_module_localization,56,gaojiebiaoshilunweiermamojubuhua,32
40,高阶表示论维尔马模几何实现,10,GJBSLWEMMJHSX,13,advanced_representation_theory_verma_module_geometric_realization,65,gaojiebiaoshilunweiermamojiheshixian,36
41,高阶表示论伯恩斯坦分解权空间,10,GJBSLBESTFJQKJ,14,advanced_representation_theory_bernstein_decomposition_weight_space,67,gaojiebiaoshilunboensitanfenjiequankongjian,43
42,高阶表示论伯恩斯坦分解根算子,10,GJBSLBESTFJGSZ,14,advanced_representation_theory_bernstein_decomposition_root_operator,68,gaojiebiaoshilunboensitanfenjiegensuanzi,40
43,高阶表示论伯恩斯坦分解互反律,10,GJBSLBESTFJHFL,14,advanced_representation_theory_bernstein_decomposition_reciprocity_law,70,gaojiebiaoshilunboensitanfenjiehufanlv,38
44,高阶表示论伯恩斯坦分解迹公式,10,GJBSLBESTFJJGS,14,advanced_representation_theory_bernstein_decomposition_trace_formula,68,gaojiebiaoshilunboensitanfenjiejigongshi,40
45,高阶表示论伯恩斯坦分解单性判定,10,GJBSLBESTFJDXPD,15,advanced_representation_theory_bernstein_decomposition_simplicity_criterion,75,gaojiebiaoshilunboensitanfenjiedanxingpanding,45
46,高阶表示论伯恩斯坦分解合成列,10,GJBSLBESTFJHCL,14,advanced_representation_theory_bernstein_decomposition_composition_series,73,gaojiebiaoshilunboensitanfenjiehechenglie,41
47,高阶表示论伯恩斯坦分解对偶模,10,GJBSLBESTFJDOM,14,advanced_representation_theory_bernstein_decomposition_dual_module,66,gaojiebiaoshilunboensitanfenjieduioumo,38
48,高阶表示论伯恩斯坦分解张量积,10,GJBSLBESTFJZLJ,14,advanced_representation_theory_bernstein_decomposition_tensor_product,69,gaojiebiaoshilunboensitanfenjiezhangliangji,43
49,高阶表示论伯恩斯坦分解局部化,10,GJBSLBESTFJJBH,14,advanced_representation_theory_bernstein_decomposition_localization,67,gaojiebiaoshilunboensitanfenjiejubuhua,38
50,高阶表示论伯恩斯坦分解几何实现,10,GJBSLBESTFJJHSX,15,advanced_representation_theory_bernstein_decomposition_geometric_realization,76,gaojiebiaoshilunboensitanfenjiejiheshixian,42
51,高阶表示论赫克代数权空间,10,GJBSLHKDSQKJ,12,advanced_representation_theory_hecke_algebra_weight_space,57,gaojiebiaoshilunhekedaishuquankongjian,38
52,高阶表示论赫克代数根算子,10,GJBSLHKDSGSZ,12,advanced_representation_theory_hecke_algebra_root_operator,58,gaojiebiaoshilunhekedaishugensuanzi,35
53,高阶表示论赫克代数互反律,10,GJBSLHKDSHFL,12,advanced_representation_theory_hecke_algebra_reciprocity_law,60,gaojiebiaoshilunhekedaishuhufanlv,33
54,高阶表示论赫克代数迹公式,10,GJBSLHKDSJGS,12,advanced_representation_theory_hecke_algebra_trace_formula,58,gaojiebiaoshilunhekedaishujigongshi,35
55,高阶表示论赫克代数单性判定,10,GJBSLHKDSDXPD,13,advanced_representation_theory_hecke_algebra_simplicity_criterion,65,gaojiebiaoshilunhekedaishudanxingpanding,40
56,高阶表示论赫克代数合成列,10,GJBSLHKDSHCL,12,advanced_representation_theory_hecke_algebra_composition_series,63,gaojiebiaoshilunhekedaishuhechenglie,36
57,高阶表示论赫克代数对偶模,10,GJBSLHKDSDOM,12,advanced_representation_theory_hecke_algebra_dual_module,56,gaojiebiaoshilunhekedaishuduioumo,33
58,高阶表示论赫克代数张量积,10,GJBSLHKDSZLJ,12,advanced_representation_theory_hecke_algebra_tensor_product,59,gaojiebiaoshilunhekedaishuzhangliangji,38
59,高阶表示论赫克代数局部化,10,GJBSLHKDSJBH,12,advanced_representation_theory_hecke_algebra_localization,57,gaojiebiaoshilunhekedaishujubuhua,33
60,高阶表示论赫克代数几何实现,10,GJBSLHKDSJHSX,13,advanced_representation_theory_hecke_algebra_geometric_realization,66,gaojiebiaoshilunhekedaishujiheshixian,37
61,高阶表示论卡日丹卢斯蒂格多项式权空间,10,GJBSLKRDLSDGDXSQKJ,18,advanced_representation_theory_kazhdan_lusztig_polynomial_weight_space,70,gaojiebiaoshilunkaridanlusidigeduoxiangshiquankongjian,54
62,高阶表示论卡日丹卢斯蒂格多项式根算子,10,GJBSLKRDLSDGDXSGSZ,18,advanced_representation_theory_kazhdan_lusztig_polynomial_root_operator,71,gaojiebiaoshilunkaridanlusidigeduoxiangshigensuanzi,51
63,高阶表示论卡日丹卢斯蒂格多项式互反律,10,GJBSLKRDLSDGDXSHFL,18,advanced_representation_theory_kazhdan_lusztig_polynomial_reciprocity_law,73,gaojiebiaoshilunkaridanlusidigeduoxiangshihufanlv,49
64,高阶表示论卡日丹卢斯蒂格多项式迹公式,10,GJBSLKRDLSDGDXSJGS,18,advanced_representation_theory_kazhdan_lusztig_polynomial_trace_formula,71,gaojiebiaoshilunkaridanlusidigeduoxiangshijigongshi,51
65,高阶表示论卡日丹卢斯蒂格多项式单性判定,10,GJBSLKRDLSDGDXSDXPD,19,advanced_representation_theory_kazhdan_lusztig_polynomial_simplicity_criterion,78,gaojiebiaoshilunkaridanlusidigeduoxiangshidanxingpanding,56
66,高阶表示论卡日丹卢斯蒂格多项式合成列,10,GJBSLKRDLSDGDXSHCL,18,advanced_representation_theory_kazhdan_lusztig_polynomial_composition_series,76,gaojiebiaoshilunkaridanlusidigeduoxiangshihechenglie,52
67,高阶表示论卡日丹卢斯蒂格多项式对偶模,10,GJBSLKRDLSDGDXSDOM,18,advanced_representation_theory_kazhdan_lusztig_polynomial_dual_module,69,gaojiebiaoshilunkaridanlusidigeduoxiangshiduioumo,49
68,高阶表示论卡日丹卢斯蒂格多项式张量积,10,GJBSLKRDLSDGDXSZLJ,18,advanced_representation_theory_kazhdan_lusztig_polynomial_tensor_product,72,gaojiebiaoshilunkaridanlusidigeduoxiangshizhangliangji,54
69,高阶表示论卡日丹卢斯蒂格多项式局部化,10,GJBSLKRDLSDGDXSJBH,18,advanced_representation_theory_kazhdan_lusztig_polynomial_localization,70,gaojiebiaoshilunkaridanlusidigeduoxiangshijubuhua,49
70,高阶表示论卡日丹卢斯蒂格多项式几何实现,10,GJBSLKRDLSDGDXSJHSX,19,advanced_representation_theory_kazhdan_lusztig_polynomial_geometric_realization,79,gaojiebiaoshilunkaridanlusidigeduoxiangshijiheshixian,53
71,高阶表示论范畴化表示权空间,10,GJBSLFCHBSQKJ,13,advanced_representation_theory_categorified_representation_weight_space,71,gaojiebiaoshilunfanchouhuabiaoshiquankongjian,45
72,高阶表示论范畴化表示根算子,10,GJBSLFCHBSGSZ,13,advanced_representation_theory_categorified_representation_root_operator,72,gaojiebiaoshilunfanchouhuabiaoshigensuanzi,42
73,高阶表示论范畴化表示互反律,10,GJBSLFCHBSHFL,13,advanced_representation_theory_categorified_representation_reciprocity_law,74,gaojiebiaoshilunfanchouhuabiaoshihufanlv,40
74,高阶表示论范畴化表示迹公式,10,GJBSLFCHBSJGS,13,advanced_representation_theory_categorified_representation_trace_formula,72,gaojiebiaoshilunfanchouhuabiaoshijigongshi,42
75,高阶表示论范畴化表示单性判定,10,GJBSLFCHBSDXPD,14,advanced_representation_theory_categorified_representation_simplicity_criterion,79,gaojiebiaoshilunfanchouhuabiaoshidanxingpanding,47
76,高阶表示论范畴化表示合成列,10,GJBSLFCHBSHCL,13,advanced_representation_theory_categorified_representation_composition_series,77,gaojiebiaoshilunfanchouhuabiaoshihechenglie,43
77,高阶表示论范畴化表示对偶模,10,GJBSLFCHBSDOM,13,advanced_representation_theory_categorified_representation_dual_module,70,gaojiebiaoshilunfanchouhuabiaoshiduioumo,40
78,高阶表示论范畴化表示张量积,10,GJBSLFCHBSZLJ,13,advanced_representation_theory_categorified_representation_tensor_product,73,gaojiebiaoshilunfanchouhuabiaoshizhangliangji,45
79,高阶表示论范畴化表示局部化,10,GJBSLFCHBSJBH,13,advanced_representation_theory_categorified_representation_localization,71,gaojiebiaoshilunfanchouhuabiaoshijubuhua,40
80,高阶表示论范畴化表示几何实现,10,GJBSLFCHBSJHSX,14,advanced_representation_theory_categorified_representation_geometric_realization,80,gaojiebiaoshilunfanchouhuabiaoshijiheshixian,44
81,高阶表示论分支规则权空间,10,GJBSLFZGZQKJ,12,advanced_representation_theory_branching_rule_weight_space,58,gaojiebiaoshilunfenzhiguizequankongjian,39
82,高阶表示论分支规则根算子,10,GJBSLFZGZGSZ,12,advanced_representation_theory_branching_rule_root_operator,59,gaojiebiaoshilunfenzhiguizegensuanzi,36
83,高阶表示论分支规则互反律,10,GJBSLFZGZHFL,12,advanced_representation_theory_branching_rule_reciprocity_law,61,gaojiebiaoshilunfenzhiguizehufanlv,34
84,高阶表示论分支规则迹公式,10,GJBSLFZGZJGS,12,advanced_representation_theory_branching_rule_trace_formula,59,gaojiebiaoshilunfenzhiguizejigongshi,36
85,高阶表示论分支规则单性判定,10,GJBSLFZGZDXPD,13,advanced_representation_theory_branching_rule_simplicity_criterion,66,gaojiebiaoshilunfenzhiguizedanxingpanding,41
86,高阶表示论分支规则合成列,10,GJBSLFZGZHCL,12,advanced_representation_theory_branching_rule_composition_series,64,gaojiebiaoshilunfenzhiguizehechenglie,37
87,高阶表示论分支规则对偶模,10,GJBSLFZGZDOM,12,advanced_representation_theory_branching_rule_dual_module,57,gaojiebiaoshilunfenzhiguizeduioumo,34
88,高阶表示论分支规则张量积,10,GJBSLFZGZZLJ,12,advanced_representation_theory_branching_rule_tensor_product,60,gaojiebiaoshilunfenzhiguizezhangliangji,39
89,高阶表示论分支规则局部化,10,GJBSLFZGZJBH,12,advanced_representation_theory_branching_rule_localization,58,gaojiebiaoshilunfenzhiguizejubuhua,34
90,高阶表示论分支规则几何实现,10,GJBSLFZGZJHSX,13,advanced_representation_theory_branching_rule_geometric_realization,67,gaojiebiaoshilunfenzhiguizejiheshixian,38
91,高阶表示论特征标公式权空间,10,GJBSLTZBGSQKJ,13,advanced_representation_theory_character_formula_weight_space,61,gaojiebiaoshiluntezhengbiaogongshiquankongjian,46
92,高阶表示论特征标公式根算子,10,GJBSLTZBGSGSZ,13,advanced_representation_theory_character_formula_root_operator,62,gaojiebiaoshiluntezhengbiaogongshigensuanzi,43
93,高阶表示论特征标公式互反律,10,GJBSLTZBGSHFL,13,advanced_representation_theory_character_formula_reciprocity_law,64,gaojiebiaoshiluntezhengbiaogongshihufanlv,41
94,高阶表示论特征标公式迹公式,10,GJBSLTZBGSJGS,13,advanced_representation_theory_character_formula_trace_formula,62,gaojiebiaoshiluntezhengbiaogongshijigongshi,43
95,高阶表示论特征标公式单性判定,10,GJBSLTZBGSDXPD,14,advanced_representation_theory_character_formula_simplicity_criterion,69,gaojiebiaoshiluntezhengbiaogongshidanxingpanding,48
96,高阶表示论特征标公式合成列,10,GJBSLTZBGSHCL,13,advanced_representation_theory_character_formula_composition_series,67,gaojiebiaoshiluntezhengbiaogongshihechenglie,44
97,高阶表示论特征标公式对偶模,10,GJBSLTZBGSDOM,13,advanced_representation_theory_character_formula_dual_module,60,gaojiebiaoshiluntezhengbiaogongshiduioumo,41
98,高阶表示论特征标公式张量积,10,GJBSLTZBGSZLJ,13,advanced_representation_theory_character_formula_tensor_product,63,gaojiebiaoshiluntezhengbiaogongshizhangliangji,46
99,高阶表示论特征标公式局部化,10,GJBSLTZBGSJBH,13,advanced_representation_theory_character_formula_localization,61,gaojiebiaoshiluntezhengbiaogongshijubuhua,41
100,高阶表示论特征标公式几何实现,10,GJBSLTZBGSJHSX,14,advanced_representation_theory_character_formula_geometric_realization,70,gaojiebiaoshiluntezhengbiaogongshijiheshixian,45
