编号,概念中文名,难度,中文首字母,中文首字母串长度,概念英文名,英文字符串长度,概念中文拼音,拼音字符串长度
30,拟三角结构分类定理,10,NSJJGFLDL,9,mathematical_quantum_groups_quasitriangular_structure_classification_theorem,76,nisanjiaojiegoufenleidingli,27
31,普适矩阵余乘法,10,PSJZYCF,7,mathematical_quantum_groups_universal_matrix_comultiplication,61,pushijuzhenyuchengfa,20
32,普适矩阵反极,10,PSJZFJ,6,mathematical_quantum_groups_universal_matrix_antipode,53,pushijuzhenfanji,16
33,普适矩阵表示范畴,10,PSJZBSFC,8,mathematical_quantum_groups_universal_matrix_representation_category,68,pushijuzhenbiaoshifanchou,25
34,普适矩阵形变参数,10,PSJZXBCS,8,mathematical_quantum_groups_universal_matrix_deformation_parameter,66,pushijuzhenxingbiancanshu,25
35,普适矩阵辫关系,10,PSJZBGX,7,mathematical_quantum_groups_universal_matrix_braid_relation,59,pushijuzhenbianguanxi,21
36,普适矩阵量子迹,10,PSJZLZJ,7,mathematical_quantum_groups_universal_matrix_quantum_trace,58,pushijuzhenliangziji,20
37,普适矩阵双代数结构,10,PSJZSDSJG,9,mathematical_quantum_groups_universal_matrix_bialgebra_structure,64,pushijuzhenshuangdaishujiegou,29
38,普适矩阵张量函子,10,PSJZZLHZ,8,mathematical_quantum_groups_universal_matrix_tensor_functor,59,pushijuzhenzhanglianghanzi,26
39,普适矩阵对偶对象,10,PSJZDODX,8,mathematical_quantum_groups_universal_matrix_dual_object,56,pushijuzhenduiouduixiang,24
40,普适矩阵分类定理,10,PSJZFLDL,8,mathematical_quantum_groups_universal_matrix_classification_theorem,67,pushijuzhenfenleidingli,23
41,扭结不变量余乘法,10,NJBBLYCF,8,mathematical_quantum_groups_knot_invariant_comultiplication,59,niujiebubianliangyuchengfa,26
42,扭结不变量反极,10,NJBBLFJ,7,mathematical_quantum_groups_knot_invariant_antipode,51,niujiebubianliangfanji,22
43,扭结不变量表示范畴,10,NJBBLBSFC,9,mathematical_quantum_groups_knot_invariant_representation_category,66,niujiebubianliangbiaoshifanchou,31
44,扭结不变量形变参数,10,NJBBLXBCS,9,mathematical_quantum_groups_knot_invariant_deformation_parameter,64,niujiebubianliangxingbiancanshu,31
45,扭结不变量辫关系,10,NJBBLBGX,8,mathematical_quantum_groups_knot_invariant_braid_relation,57,niujiebubianliangbianguanxi,27
46,扭结不变量量子迹,10,NJBBLLZJ,8,mathematical_quantum_groups_knot_invariant_quantum_trace,56,niujiebubianliangliangziji,26
47,扭结不变量双代数结构,10,NJBBLSDSJG,10,mathematical_quantum_groups_knot_invariant_bialgebra_structure,62,niujiebubianliangshuangdaishujiegou,35
48,扭结不变量张量函子,10,NJBBLZLHZ,9,mathematical_quantum_groups_knot_invariant_tensor_functor,57,niujiebubianliangzhanglianghanzi,32
49,扭结不变量对偶对象,10,NJBBLDODX,9,mathematical_quantum_groups_knot_invariant_dual_object,54,niujiebubianliangduiouduixiang,30
50,扭结不变量分类定理,10,NJBBLFLDL,9,mathematical_quantum_groups_knot_invariant_classification_theorem,65,niujiebubianliangfenleidingli,29
51,编织范畴余乘法,10,BZFCYCF,7,mathematical_quantum_groups_braided_category_comultiplication,61,bianzhifanchouyuchengfa,23
52,编织范畴反极,10,BZFCFJ,6,mathematical_quantum_groups_braided_category_antipode,53,bianzhifanchoufanji,19
53,编织范畴表示范畴,10,BZFCBSFC,8,mathematical_quantum_groups_braided_category_representation_category,68,bianzhifanchoubiaoshifanchou,28
54,编织范畴形变参数,10,BZFCXBCS,8,mathematical_quantum_groups_braided_category_deformation_parameter,66,bianzhifanchouxingbiancanshu,28
55,编织范畴辫关系,10,BZFCBGX,7,mathematical_quantum_groups_braided_category_braid_relation,59,bianzhifanchoubianguanxi,24
56,编织范畴量子迹,10,BZFCLZJ,7,mathematical_quantum_groups_braided_category_quantum_trace,58,bianzhifanchouliangziji,23
57,编织范畴双代数结构,10,BZFCSDSJG,9,mathematical_quantum_groups_braided_category_bialgebra_structure,64,bianzhifanchoushuangdaishujiegou,32
58,编织范畴张量函子,10,BZFCZLHZ,8,mathematical_quantum_groups_braided_category_tensor_functor,59,bianzhifanchouzhanglianghanzi,29
59,编织范畴对偶对象,10,BZFCDODX,8,mathematical_quantum_groups_braided_category_dual_object,56,bianzhifanchouduiouduixiang,27
60,编织范畴分类定理,10,BZFCFLDL,8,mathematical_quantum_groups_braided_category_classification_theorem,67,bianzhifanchoufenleidingli,26
61,杨巴克斯特方程余乘法,10,YBKSTFCYCF,10,mathematical_quantum_groups_yang_baxter_equation_comultiplication,65,yangbakesitefangchengyuchengfa,30
62,杨巴克斯特方程反极,10,YBKSTFCFJ,9,mathematical_quantum_groups_yang_baxter_equation_antipode,57,yangbakesitefangchengfanji,26
63,杨巴克斯特方程表示范畴,10,YBKSTFCBSFC,11,mathematical_quantum_groups_yang_baxter_equation_representation_category,72,yangbakesitefangchengbiaoshifanchou,35
64,杨巴克斯特方程形变参数,10,YBKSTFCXBCS,11,mathematical_quantum_groups_yang_baxter_equation_deformation_parameter,70,yangbakesitefangchengxingbiancanshu,35
65,杨巴克斯特方程辫关系,10,YBKSTFCBGX,10,mathematical_quantum_groups_yang_baxter_equation_braid_relation,63,yangbakesitefangchengbianguanxi,31
66,杨巴克斯特方程量子迹,10,YBKSTFCLZJ,10,mathematical_quantum_groups_yang_baxter_equation_quantum_trace,62,yangbakesitefangchengliangziji,30
67,杨巴克斯特方程双代数结构,10,YBKSTFCSDSJG,12,mathematical_quantum_groups_yang_baxter_equation_bialgebra_structure,68,yangbakesitefangchengshuangdaishujiegou,39
68,杨巴克斯特方程张量函子,10,YBKSTFCZLHZ,11,mathematical_quantum_groups_yang_baxter_equation_tensor_functor,63,yangbakesitefangchengzhanglianghanzi,36
69,杨巴克斯特方程对偶对象,10,YBKSTFCDODX,11,mathematical_quantum_groups_yang_baxter_equation_dual_object,60,yangbakesitefangchengduiouduixiang,34
70,杨巴克斯特方程分类定理,10,YBKSTFCFLDL,11,mathematical_quantum_groups_yang_baxter_equation_classification_theorem,71,yangbakesitefangchengfenleidingli,33
71,量子包络代数余乘法,10,LZBLDSYCF,9,mathematical_quantum_groups_quantum_enveloping_algebra_comultiplication,71,liangzibaoluodaishuyuchengfa,28
72,量子包络代数反极,10,LZBLDSFJ,8,mathematical_quantum_groups_quantum_enveloping_algebra_antipode,63,liangzibaoluodaishufanji,24
73,量子包络代数表示范畴,10,LZBLDSBSFC,10,mathematical_quantum_groups_quantum_enveloping_algebra_representation_category,78,liangzibaoluodaishubiaoshifanchou,33
74,量子包络代数形变参数,10,LZBLDSXBCS,10,mathematical_quantum_groups_quantum_enveloping_algebra_deformation_parameter,76,liangzibaoluodaishuxingbiancanshu,33
75,量子包络代数辫关系,10,LZBLDSBGX,9,mathematical_quantum_groups_quantum_enveloping_algebra_braid_relation,69,liangzibaoluodaishubianguanxi,29
76,量子包络代数量子迹,10,LZBLDSLZJ,9,mathematical_quantum_groups_quantum_enveloping_algebra_quantum_trace,68,liangzibaoluodaishuliangziji,28
77,量子包络代数双代数结构,10,LZBLDSSDSJG,11,mathematical_quantum_groups_quantum_enveloping_algebra_bialgebra_structure,74,liangzibaoluodaishushuangdaishujiegou,37
78,量子包络代数张量函子,10,LZBLDSZLHZ,10,mathematical_quantum_groups_quantum_enveloping_algebra_tensor_functor,69,liangzibaoluodaishuzhanglianghanzi,34
79,量子包络代数对偶对象,10,LZBLDSDODX,10,mathematical_quantum_groups_quantum_enveloping_algebra_dual_object,66,liangzibaoluodaishuduiouduixiang,32
80,量子包络代数分类定理,10,LZBLDSFLDL,10,mathematical_quantum_groups_quantum_enveloping_algebra_classification_theorem,77,liangzibaoluodaishufenleidingli,31
81,低维拓扑余乘法,10,DWTPYCF,7,mathematical_quantum_groups_low_dimensional_topology_comultiplication,69,diweituopuyuchengfa,19
82,低维拓扑反极,10,DWTPFJ,6,mathematical_quantum_groups_low_dimensional_topology_antipode,61,diweituopufanji,15
83,低维拓扑表示范畴,10,DWTPBSFC,8,mathematical_quantum_groups_low_dimensional_topology_representation_category,76,diweituopubiaoshifanchou,24
84,低维拓扑形变参数,10,DWTPXBCS,8,mathematical_quantum_groups_low_dimensional_topology_deformation_parameter,74,diweituopuxingbiancanshu,24
85,低维拓扑辫关系,10,DWTPBGX,7,mathematical_quantum_groups_low_dimensional_topology_braid_relation,67,diweituopubianguanxi,20
86,低维拓扑量子迹,10,DWTPLZJ,7,mathematical_quantum_groups_low_dimensional_topology_quantum_trace,66,diweituopuliangziji,19
87,低维拓扑双代数结构,10,DWTPSDSJG,9,mathematical_quantum_groups_low_dimensional_topology_bialgebra_structure,72,diweituopushuangdaishujiegou,28
88,低维拓扑张量函子,10,DWTPZLHZ,8,mathematical_quantum_groups_low_dimensional_topology_tensor_functor,67,diweituopuzhanglianghanzi,25
89,低维拓扑对偶对象,10,DWTPDODX,8,mathematical_quantum_groups_low_dimensional_topology_dual_object,64,diweituopuduiouduixiang,23
90,低维拓扑分类定理,10,DWTPFLDL,8,mathematical_quantum_groups_low_dimensional_topology_classification_theorem,75,diweituopufenleidingli,22
91,晶体基余乘法,10,JTJYCF,6,mathematical_quantum_groups_crystal_basis_comultiplication,58,jingtijiyuchengfa,17
92,晶体基反极,10,JTJFJ,5,mathematical_quantum_groups_crystal_basis_antipode,50,jingtijifanji,13
93,晶体基表示范畴,10,JTJBSFC,7,mathematical_quantum_groups_crystal_basis_representation_category,65,jingtijibiaoshifanchou,22
94,晶体基形变参数,10,JTJXBCS,7,mathematical_quantum_groups_crystal_basis_deformation_parameter,63,jingtijixingbiancanshu,22
95,晶体基辫关系,10,JTJBGX,6,mathematical_quantum_groups_crystal_basis_braid_relation,56,jingtijibianguanxi,18
96,晶体基量子迹,10,JTJLZJ,6,mathematical_quantum_groups_crystal_basis_quantum_trace,55,jingtijiliangziji,17
97,晶体基双代数结构,10,JTJSDSJG,8,mathematical_quantum_groups_crystal_basis_bialgebra_structure,61,jingtijishuangdaishujiegou,26
98,晶体基张量函子,10,JTJZLHZ,7,mathematical_quantum_groups_crystal_basis_tensor_functor,56,jingtijizhanglianghanzi,23
99,晶体基对偶对象,10,JTJDODX,7,mathematical_quantum_groups_crystal_basis_dual_object,53,jingtijiduiouduixiang,21
100,晶体基分类定理,10,JTJFLDL,7,mathematical_quantum_groups_crystal_basis_classification_theorem,64,jingtijifenleidingli,20
