编号,概念中文名,难度,中文首字母,中文首字母串长度,概念英文名,英文字符串长度,概念中文拼音,拼音字符串长度
38,谱几何谱不变量逆问题,10,PJHPBBLNWT,10,spectral_geometry_spectral_invariant_inverse_problem,52,pujihepububianliangniwenti,26
39,谱几何谱不变量测地闭轨,10,PJHPBBLCDBG,11,spectral_geometry_spectral_invariant_closed_geodesic,52,pujihepububianliangcedibigui,28
40,谱几何谱不变量半经典极限,10,PJHPBBLBJDJX,12,spectral_geometry_spectral_invariant_semiclassical_limit,56,pujihepububianliangbanjingdianjixian,36
41,谱几何等谱流形外尔律,10,PJHDPLXWEL,10,spectral_geometry_isospectral_manifold_weyl_law,47,pujihedengpuliuxingwaierlv,26
42,谱几何等谱流形短时展开,10,PJHDPLXDSZK,11,spectral_geometry_isospectral_manifold_short_time_expansion,59,pujihedengpuliuxingduanshizhankai,33
43,谱几何等谱流形迹公式,10,PJHDPLXJGS,10,spectral_geometry_isospectral_manifold_trace_formula,52,pujihedengpuliuxingjigongshi,28
44,谱几何等谱流形几何反演,10,PJHDPLXJHFY,11,spectral_geometry_isospectral_manifold_geometric_inversion,58,pujihedengpuliuxingjihefanyan,29
45,谱几何等谱流形边界条件,10,PJHDPLXBJTJ,11,spectral_geometry_isospectral_manifold_boundary_condition,57,pujihedengpuliuxingbianjietiaojian,34
46,谱几何等谱流形热迹系数,10,PJHDPLXRJXS,11,spectral_geometry_isospectral_manifold_heat_trace_coefficient,61,pujihedengpuliuxingrejixishu,28
47,谱几何等谱流形谱刚性,10,PJHDPLXPGX,10,spectral_geometry_isospectral_manifold_spectral_rigidity,56,pujihedengpuliuxingpugangxing,29
48,谱几何等谱流形逆问题,10,PJHDPLXNWT,10,spectral_geometry_isospectral_manifold_inverse_problem,54,pujihedengpuliuxingniwenti,26
49,谱几何等谱流形测地闭轨,10,PJHDPLXCDBG,11,spectral_geometry_isospectral_manifold_closed_geodesic,54,pujihedengpuliuxingcedibigui,28
50,谱几何等谱流形半经典极限,10,PJHDPLXBJDJX,12,spectral_geometry_isospectral_manifold_semiclassical_limit,58,pujihedengpuliuxingbanjingdianjixian,36
51,谱几何边界谱外尔律,10,PJHBJPWEL,9,spectral_geometry_boundary_spectrum_weyl_law,44,pujihebianjiepuwaierlv,22
52,谱几何边界谱短时展开,10,PJHBJPDSZK,10,spectral_geometry_boundary_spectrum_short_time_expansion,56,pujihebianjiepuduanshizhankai,29
53,谱几何边界谱迹公式,10,PJHBJPJGS,9,spectral_geometry_boundary_spectrum_trace_formula,49,pujihebianjiepujigongshi,24
54,谱几何边界谱几何反演,10,PJHBJPJHFY,10,spectral_geometry_boundary_spectrum_geometric_inversion,55,pujihebianjiepujihefanyan,25
55,谱几何边界谱边界条件,10,PJHBJPBJTJ,10,spectral_geometry_boundary_spectrum_boundary_condition,54,pujihebianjiepubianjietiaojian,30
56,谱几何边界谱热迹系数,10,PJHBJPRJXS,10,spectral_geometry_boundary_spectrum_heat_trace_coefficient,58,pujihebianjiepurejixishu,24
57,谱几何边界谱谱刚性,10,PJHBJPPGX,9,spectral_geometry_boundary_spectrum_spectral_rigidity,53,pujihebianjiepupugangxing,25
58,谱几何边界谱逆问题,10,PJHBJPNWT,9,spectral_geometry_boundary_spectrum_inverse_problem,51,pujihebianjiepuniwenti,22
59,谱几何边界谱测地闭轨,10,PJHBJPCDBG,10,spectral_geometry_boundary_spectrum_closed_geodesic,51,pujihebianjiepucedibigui,24
60,谱几何边界谱半经典极限,10,PJHBJPBJDJX,11,spectral_geometry_boundary_spectrum_semiclassical_limit,55,pujihebianjiepubanjingdianjixian,32
61,谱几何声学长度谱外尔律,10,PJHSXZDPWEL,11,spectral_geometry_acoustic_length_spectrum_weyl_law,51,pujiheshengxuezhangdupuwaierlv,30
62,谱几何声学长度谱短时展开,10,PJHSXZDPDSZK,12,spectral_geometry_acoustic_length_spectrum_short_time_expansion,63,pujiheshengxuezhangdupuduanshizhankai,37
63,谱几何声学长度谱迹公式,10,PJHSXZDPJGS,11,spectral_geometry_acoustic_length_spectrum_trace_formula,56,pujiheshengxuezhangdupujigongshi,32
64,谱几何声学长度谱几何反演,10,PJHSXZDPJHFY,12,spectral_geometry_acoustic_length_spectrum_geometric_inversion,62,pujiheshengxuezhangdupujihefanyan,33
65,谱几何声学长度谱边界条件,10,PJHSXZDPBJTJ,12,spectral_geometry_acoustic_length_spectrum_boundary_condition,61,pujiheshengxuezhangdupubianjietiaojian,38
66,谱几何声学长度谱热迹系数,10,PJHSXZDPRJXS,12,spectral_geometry_acoustic_length_spectrum_heat_trace_coefficient,65,pujiheshengxuezhangdupurejixishu,32
67,谱几何声学长度谱谱刚性,10,PJHSXZDPPGX,11,spectral_geometry_acoustic_length_spectrum_spectral_rigidity,60,pujiheshengxuezhangdupupugangxing,33
68,谱几何声学长度谱逆问题,10,PJHSXZDPNWT,11,spectral_geometry_acoustic_length_spectrum_inverse_problem,58,pujiheshengxuezhangdupuniwenti,30
69,谱几何声学长度谱测地闭轨,10,PJHSXZDPCDBG,12,spectral_geometry_acoustic_length_spectrum_closed_geodesic,58,pujiheshengxuezhangdupucedibigui,32
70,谱几何声学长度谱半经典极限,10,PJHSXZDPBJDJX,13,spectral_geometry_acoustic_length_spectrum_semiclassical_limit,62,pujiheshengxuezhangdupubanjingdianjixian,40
71,谱几何量子遍历外尔律,10,PJHLZBLWEL,10,spectral_geometry_quantum_ergodicity_weyl_law,45,pujiheliangzibianliwaierlv,26
72,谱几何量子遍历短时展开,10,PJHLZBLDSZK,11,spectral_geometry_quantum_ergodicity_short_time_expansion,57,pujiheliangzibianliduanshizhankai,33
73,谱几何量子遍历迹公式,10,PJHLZBLJGS,10,spectral_geometry_quantum_ergodicity_trace_formula,50,pujiheliangzibianlijigongshi,28
74,谱几何量子遍历几何反演,10,PJHLZBLJHFY,11,spectral_geometry_quantum_ergodicity_geometric_inversion,56,pujiheliangzibianlijihefanyan,29
75,谱几何量子遍历边界条件,10,PJHLZBLBJTJ,11,spectral_geometry_quantum_ergodicity_boundary_condition,55,pujiheliangzibianlibianjietiaojian,34
76,谱几何量子遍历热迹系数,10,PJHLZBLRJXS,11,spectral_geometry_quantum_ergodicity_heat_trace_coefficient,59,pujiheliangzibianlirejixishu,28
77,谱几何量子遍历谱刚性,10,PJHLZBLPGX,10,spectral_geometry_quantum_ergodicity_spectral_rigidity,54,pujiheliangzibianlipugangxing,29
78,谱几何量子遍历逆问题,10,PJHLZBLNWT,10,spectral_geometry_quantum_ergodicity_inverse_problem,52,pujiheliangzibianliniwenti,26
79,谱几何量子遍历测地闭轨,10,PJHLZBLCDBG,11,spectral_geometry_quantum_ergodicity_closed_geodesic,52,pujiheliangzibianlicedibigui,28
80,谱几何量子遍历半经典极限,10,PJHLZBLBJDJX,12,spectral_geometry_quantum_ergodicity_semiclassical_limit,56,pujiheliangzibianlibanjingdianjixian,36
81,谱几何辛几何谱外尔律,10,PJHXJHPWEL,10,spectral_geometry_symplectic_geometric_spectrum_weyl_law,56,pujihexinjihepuwaierlv,22
82,谱几何辛几何谱短时展开,10,PJHXJHPDSZK,11,spectral_geometry_symplectic_geometric_spectrum_short_time_expansion,68,pujihexinjihepuduanshizhankai,29
83,谱几何辛几何谱迹公式,10,PJHXJHPJGS,10,spectral_geometry_symplectic_geometric_spectrum_trace_formula,61,pujihexinjihepujigongshi,24
84,谱几何辛几何谱几何反演,10,PJHXJHPJHFY,11,spectral_geometry_symplectic_geometric_spectrum_geometric_inversion,67,pujihexinjihepujihefanyan,25
85,谱几何辛几何谱边界条件,10,PJHXJHPBJTJ,11,spectral_geometry_symplectic_geometric_spectrum_boundary_condition,66,pujihexinjihepubianjietiaojian,30
86,谱几何辛几何谱热迹系数,10,PJHXJHPRJXS,11,spectral_geometry_symplectic_geometric_spectrum_heat_trace_coefficient,70,pujihexinjihepurejixishu,24
87,谱几何辛几何谱谱刚性,10,PJHXJHPPGX,10,spectral_geometry_symplectic_geometric_spectrum_spectral_rigidity,65,pujihexinjihepupugangxing,25
88,谱几何辛几何谱逆问题,10,PJHXJHPNWT,10,spectral_geometry_symplectic_geometric_spectrum_inverse_problem,63,pujihexinjihepuniwenti,22
89,谱几何辛几何谱测地闭轨,10,PJHXJHPCDBG,11,spectral_geometry_symplectic_geometric_spectrum_closed_geodesic,63,pujihexinjihepucedibigui,24
90,谱几何辛几何谱半经典极限,10,PJHXJHPBJDJX,12,spectral_geometry_symplectic_geometric_spectrum_semiclassical_limit,67,pujihexinjihepubanjingdianjixian,32
91,谱几何余测地流外尔律,10,PJHYCDLWEL,10,spectral_geometry_cogeodesic_flow_weyl_law,42,pujiheyucediliuwaierlv,22
92,谱几何余测地流短时展开,10,PJHYCDLDSZK,11,spectral_geometry_cogeodesic_flow_short_time_expansion,54,pujiheyucediliuduanshizhankai,29
93,谱几何余测地流迹公式,10,PJHYCDLJGS,10,spectral_geometry_cogeodesic_flow_trace_formula,47,pujiheyucediliujigongshi,24
94,谱几何余测地流几何反演,10,PJHYCDLJHFY,11,spectral_geometry_cogeodesic_flow_geometric_inversion,53,pujiheyucediliujihefanyan,25
95,谱几何余测地流边界条件,10,PJHYCDLBJTJ,11,spectral_geometry_cogeodesic_flow_boundary_condition,52,pujiheyucediliubianjietiaojian,30
96,谱几何余测地流热迹系数,10,PJHYCDLRJXS,11,spectral_geometry_cogeodesic_flow_heat_trace_coefficient,56,pujiheyucediliurejixishu,24
97,谱几何余测地流谱刚性,10,PJHYCDLPGX,10,spectral_geometry_cogeodesic_flow_spectral_rigidity,51,pujiheyucediliupugangxing,25
98,谱几何余测地流逆问题,10,PJHYCDLNWT,10,spectral_geometry_cogeodesic_flow_inverse_problem,49,pujiheyucediliuniwenti,22
99,谱几何余测地流测地闭轨,10,PJHYCDLCDBG,11,spectral_geometry_cogeodesic_flow_closed_geodesic,49,pujiheyucediliucedibigui,24
100,谱几何余测地流半经典极限,10,PJHYCDLBJDJX,12,spectral_geometry_cogeodesic_flow_semiclassical_limit,53,pujiheyucediliubanjingdianjixian,32
