编号,概念中文名,难度,中文首字母,中文首字母串长度,概念英文名,英文字符串长度,概念中文拼音,拼音字符串长度
83,非局部边值问题,6,FJBBZWT,7,non_local_boundary_value_problem,32,feijububianzhiwenti,19
84,动态边界条件,6,DTBJTJ,6,dynamic_boundary_conditions,27,dongtaibianjietiaojian,22
85,动态边值问题,6,DTBZWT,6,dynamic_boundary_value_problem,30,dongtaibianzhiwenti,19
86,自然边值问题,6,ZRBZWT,6,natural_boundary_value_problem,30,ziranbianzhiwenti,17
87,椭圆弱解,8,TYRJ,4,elliptic_weak_solution,22,tuoyuanruojie,13
88,椭圆强解,8,TYQJ,4,elliptic_strong_solution,24,tuoyuanqiangjie,15
89,椭圆适定性,8,TYSDX,5,elliptical_well_posedness,25,tuoyuanshidingxing,18
90,椭圆能量法,8,TYNLF,5,elliptic_energy_fa,18,tuoyuannengliangfa,18
91,椭圆正则化,8,TYZZH,5,elliptic_regularization,23,tuoyuanzhengzehua,17
92,椭圆稳定性,8,TYWDX,5,elliptic_stable_xing,20,tuoyuanwendingxing,18
93,抛物弱解,8,PWRJ,4,parabolic_weak_solution,23,paowuruojie,11
94,抛物强解,8,PWQJ,4,parabolic_strong_solution,25,paowuqiangjie,13
95,抛物适定性,8,PWSDX,5,parabolic_well_posedness,24,paowushidingxing,16
96,抛物能量法,8,PWNLF,5,parabolic_energy_fa,19,paowunengliangfa,16
97,抛物正则化,8,PWZZH,5,parabolic_regularization,24,paowuzhengzehua,15
98,抛物稳定性,8,PWWDX,5,parabolic_stable_xing,21,paowuwendingxing,16
99,双曲弱解,8,SQRJ,4,hyperbolic_weak_solution,24,shuangquruojie,14
100,双曲强解,8,SQQJ,4,hyperbolic_strong_solution,26,shuangquqiangjie,16
