编号,概念中文名,难度,中文首字母,中文首字母串长度,概念英文名,英文字符串长度,概念中文拼音,拼音字符串长度
26,变分法欧拉方程边界项,7,BFFOLFCBJX,10,calculus_of_variations_euler_equation_boundary_term,51,bianfenfaoulafangchengbianjiexiang,34
27,变分法欧拉方程正则性,7,BFFOLFCZZX,10,calculus_of_variations_euler_equation_regularity,48,bianfenfaoulafangchengzhengzexing,33
28,变分法欧拉方程稳定性,7,BFFOLFCWDX,10,calculus_of_variations_euler_equation_stability,47,bianfenfaoulafangchengwendingxing,33
29,变分法欧拉方程约束形式,7,BFFOLFCYSXS,11,calculus_of_variations_euler_equation_constraint_form,53,bianfenfaoulafangchengyueshuxingshi,35
30,变分法欧拉方程充分条件,7,BFFOLFCCFTJ,11,calculus_of_variations_euler_equation_sufficient_condition,58,bianfenfaoulafangchengchongfentiaojian,38
31,变分法拉格朗日乘子极值条件,7,BFFLGLRCZJZTJ,13,calculus_of_variations_lagrange_multiplier_extremal_condition,61,bianfenfalagelangrichengzijizhitiaojian,39
32,变分法拉格朗日乘子可微性,7,BFFLGLRCZKWX,12,calculus_of_variations_lagrange_multiplier_differentiability,60,bianfenfalagelangrichengzikeweixing,35
33,变分法拉格朗日乘子强变分,7,BFFLGLRCZQBF,12,calculus_of_variations_lagrange_multiplier_strong_variation,59,bianfenfalagelangrichengziqiangbianfen,38
34,变分法拉格朗日乘子弱变分,7,BFFLGLRCZRBF,12,calculus_of_variations_lagrange_multiplier_weak_variation,57,bianfenfalagelangrichengziruobianfen,36
35,变分法拉格朗日乘子横截条件,7,BFFLGLRCZHJTJ,13,calculus_of_variations_lagrange_multiplier_transversality_condition,67,bianfenfalagelangrichengzihengjietiaojian,41
36,变分法拉格朗日乘子边界项,7,BFFLGLRCZBJX,12,calculus_of_variations_lagrange_multiplier_boundary_term,56,bianfenfalagelangrichengzibianjiexiang,38
37,变分法拉格朗日乘子正则性,7,BFFLGLRCZZZX,12,calculus_of_variations_lagrange_multiplier_regularity,53,bianfenfalagelangrichengzizhengzexing,37
38,变分法拉格朗日乘子稳定性,7,BFFLGLRCZWDX,12,calculus_of_variations_lagrange_multiplier_stability,52,bianfenfalagelangrichengziwendingxing,37
39,变分法拉格朗日乘子约束形式,7,BFFLGLRCZYSXS,13,calculus_of_variations_lagrange_multiplier_constraint_form,58,bianfenfalagelangrichengziyueshuxingshi,39
40,变分法拉格朗日乘子充分条件,7,BFFLGLRCZCFTJ,13,calculus_of_variations_lagrange_multiplier_sufficient_condition,63,bianfenfalagelangrichengzichongfentiaojian,42
41,变分法自然边界条件极值条件,7,BFFZRBJTJJZTJ,13,calculus_of_variations_natural_boundary_condition_extremal_condition,68,bianfenfaziranbianjietiaojianjizhitiaojian,42
42,变分法自然边界条件可微性,7,BFFZRBJTJKWX,12,calculus_of_variations_natural_boundary_condition_differentiability,67,bianfenfaziranbianjietiaojiankeweixing,38
43,变分法自然边界条件强变分,7,BFFZRBJTJQBF,12,calculus_of_variations_natural_boundary_condition_strong_variation,66,bianfenfaziranbianjietiaojianqiangbianfen,41
44,变分法自然边界条件弱变分,7,BFFZRBJTJRBF,12,calculus_of_variations_natural_boundary_condition_weak_variation,64,bianfenfaziranbianjietiaojianruobianfen,39
45,变分法自然边界条件横截条件,7,BFFZRBJTJHJTJ,13,calculus_of_variations_natural_boundary_condition_transversality_condition,74,bianfenfaziranbianjietiaojianhengjietiaojian,44
46,变分法自然边界条件边界项,7,BFFZRBJTJBJX,12,calculus_of_variations_natural_boundary_condition_boundary_term,63,bianfenfaziranbianjietiaojianbianjiexiang,41
47,变分法自然边界条件正则性,7,BFFZRBJTJZZX,12,calculus_of_variations_natural_boundary_condition_regularity,60,bianfenfaziranbianjietiaojianzhengzexing,40
48,变分法自然边界条件稳定性,7,BFFZRBJTJWDX,12,calculus_of_variations_natural_boundary_condition_stability,59,bianfenfaziranbianjietiaojianwendingxing,40
49,变分法自然边界条件约束形式,7,BFFZRBJTJYSXS,13,calculus_of_variations_natural_boundary_condition_constraint_form,65,bianfenfaziranbianjietiaojianyueshuxingshi,42
50,变分法自然边界条件充分条件,7,BFFZRBJTJCFTJ,13,calculus_of_variations_natural_boundary_condition_sufficient_condition,70,bianfenfaziranbianjietiaojianchongfentiaojian,45
51,变分法等周问题极值条件,7,BFFDZWTJZTJ,11,calculus_of_variations_isoperimetric_problem_extremal_condition,63,bianfenfadengzhouwentijizhitiaojian,35
52,变分法等周问题可微性,7,BFFDZWTKWX,10,calculus_of_variations_isoperimetric_problem_differentiability,62,bianfenfadengzhouwentikeweixing,31
53,变分法等周问题强变分,7,BFFDZWTQBF,10,calculus_of_variations_isoperimetric_problem_strong_variation,61,bianfenfadengzhouwentiqiangbianfen,34
54,变分法等周问题弱变分,7,BFFDZWTRBF,10,calculus_of_variations_isoperimetric_problem_weak_variation,59,bianfenfadengzhouwentiruobianfen,32
55,变分法等周问题横截条件,7,BFFDZWTHJTJ,11,calculus_of_variations_isoperimetric_problem_transversality_condition,69,bianfenfadengzhouwentihengjietiaojian,37
56,变分法等周问题边界项,7,BFFDZWTBJX,10,calculus_of_variations_isoperimetric_problem_boundary_term,58,bianfenfadengzhouwentibianjiexiang,34
57,变分法等周问题正则性,7,BFFDZWTZZX,10,calculus_of_variations_isoperimetric_problem_regularity,55,bianfenfadengzhouwentizhengzexing,33
58,变分法等周问题稳定性,7,BFFDZWTWDX,10,calculus_of_variations_isoperimetric_problem_stability,54,bianfenfadengzhouwentiwendingxing,33
59,变分法等周问题约束形式,7,BFFDZWTYSXS,11,calculus_of_variations_isoperimetric_problem_constraint_form,60,bianfenfadengzhouwentiyueshuxingshi,35
60,变分法等周问题充分条件,7,BFFDZWTCFTJ,11,calculus_of_variations_isoperimetric_problem_sufficient_condition,65,bianfenfadengzhouwentichongfentiaojian,38
61,变分法测地线问题极值条件,7,BFFCDXWTJZTJ,12,calculus_of_variations_geodesic_problem_extremal_condition,58,bianfenfacedixianwentijizhitiaojian,35
62,变分法测地线问题可微性,7,BFFCDXWTKWX,11,calculus_of_variations_geodesic_problem_differentiability,57,bianfenfacedixianwentikeweixing,31
63,变分法测地线问题强变分,7,BFFCDXWTQBF,11,calculus_of_variations_geodesic_problem_strong_variation,56,bianfenfacedixianwentiqiangbianfen,34
64,变分法测地线问题弱变分,7,BFFCDXWTRBF,11,calculus_of_variations_geodesic_problem_weak_variation,54,bianfenfacedixianwentiruobianfen,32
65,变分法测地线问题横截条件,7,BFFCDXWTHJTJ,12,calculus_of_variations_geodesic_problem_transversality_condition,64,bianfenfacedixianwentihengjietiaojian,37
66,变分法测地线问题边界项,7,BFFCDXWTBJX,11,calculus_of_variations_geodesic_problem_boundary_term,53,bianfenfacedixianwentibianjiexiang,34
67,变分法测地线问题正则性,7,BFFCDXWTZZX,11,calculus_of_variations_geodesic_problem_regularity,50,bianfenfacedixianwentizhengzexing,33
68,变分法测地线问题稳定性,7,BFFCDXWTWDX,11,calculus_of_variations_geodesic_problem_stability,49,bianfenfacedixianwentiwendingxing,33
69,变分法测地线问题约束形式,7,BFFCDXWTYSXS,12,calculus_of_variations_geodesic_problem_constraint_form,55,bianfenfacedixianwentiyueshuxingshi,35
70,变分法测地线问题充分条件,7,BFFCDXWTCFTJ,12,calculus_of_variations_geodesic_problem_sufficient_condition,60,bianfenfacedixianwentichongfentiaojian,38
71,变分法哈密顿原理极值条件,7,BFFHMDYLJZTJ,12,calculus_of_variations_hamilton_principle_extremal_condition,60,bianfenfahamidunyuanlijizhitiaojian,35
72,变分法哈密顿原理可微性,7,BFFHMDYLKWX,11,calculus_of_variations_hamilton_principle_differentiability,59,bianfenfahamidunyuanlikeweixing,31
73,变分法哈密顿原理强变分,7,BFFHMDYLQBF,11,calculus_of_variations_hamilton_principle_strong_variation,58,bianfenfahamidunyuanliqiangbianfen,34
74,变分法哈密顿原理弱变分,7,BFFHMDYLRBF,11,calculus_of_variations_hamilton_principle_weak_variation,56,bianfenfahamidunyuanliruobianfen,32
75,变分法哈密顿原理横截条件,7,BFFHMDYLHJTJ,12,calculus_of_variations_hamilton_principle_transversality_condition,66,bianfenfahamidunyuanlihengjietiaojian,37
76,变分法哈密顿原理边界项,7,BFFHMDYLBJX,11,calculus_of_variations_hamilton_principle_boundary_term,55,bianfenfahamidunyuanlibianjiexiang,34
77,变分法哈密顿原理正则性,7,BFFHMDYLZZX,11,calculus_of_variations_hamilton_principle_regularity,52,bianfenfahamidunyuanlizhengzexing,33
78,变分法哈密顿原理稳定性,7,BFFHMDYLWDX,11,calculus_of_variations_hamilton_principle_stability,51,bianfenfahamidunyuanliwendingxing,33
79,变分法哈密顿原理约束形式,7,BFFHMDYLYSXS,12,calculus_of_variations_hamilton_principle_constraint_form,57,bianfenfahamidunyuanliyueshuxingshi,35
80,变分法哈密顿原理充分条件,7,BFFHMDYLCFTJ,12,calculus_of_variations_hamilton_principle_sufficient_condition,62,bianfenfahamidunyuanlichongfentiaojian,38
81,变分法共轭点极值条件,7,BFFGEDJZTJ,10,calculus_of_variations_conjugate_point_extremal_condition,57,bianfenfagongedianjizhitiaojian,31
82,变分法共轭点可微性,7,BFFGEDKWX,9,calculus_of_variations_conjugate_point_differentiability,56,bianfenfagongediankeweixing,27
83,变分法共轭点强变分,7,BFFGEDQBF,9,calculus_of_variations_conjugate_point_strong_variation,55,bianfenfagongedianqiangbianfen,30
84,变分法共轭点弱变分,7,BFFGEDRBF,9,calculus_of_variations_conjugate_point_weak_variation,53,bianfenfagongedianruobianfen,28
85,变分法共轭点横截条件,7,BFFGEDHJTJ,10,calculus_of_variations_conjugate_point_transversality_condition,63,bianfenfagongedianhengjietiaojian,33
86,变分法共轭点边界项,7,BFFGEDBJX,9,calculus_of_variations_conjugate_point_boundary_term,52,bianfenfagongedianbianjiexiang,30
87,变分法共轭点正则性,7,BFFGEDZZX,9,calculus_of_variations_conjugate_point_regularity,49,bianfenfagongedianzhengzexing,29
88,变分法共轭点稳定性,7,BFFGEDWDX,9,calculus_of_variations_conjugate_point_stability,48,bianfenfagongedianwendingxing,29
89,变分法共轭点约束形式,7,BFFGEDYSXS,10,calculus_of_variations_conjugate_point_constraint_form,54,bianfenfagongedianyueshuxingshi,31
90,变分法共轭点充分条件,7,BFFGEDCFTJ,10,calculus_of_variations_conjugate_point_sufficient_condition,59,bianfenfagongedianchongfentiaojian,34
91,变分法第二变分极值条件,7,BFFDEBFJZTJ,11,calculus_of_variations_second_variation_extremal_condition,58,bianfenfadierbianfenjizhitiaojian,33
92,变分法第二变分可微性,7,BFFDEBFKWX,10,calculus_of_variations_second_variation_differentiability,57,bianfenfadierbianfenkeweixing,29
93,变分法第二变分强变分,7,BFFDEBFQBF,10,calculus_of_variations_second_variation_strong_variation,56,bianfenfadierbianfenqiangbianfen,32
94,变分法第二变分弱变分,7,BFFDEBFRBF,10,calculus_of_variations_second_variation_weak_variation,54,bianfenfadierbianfenruobianfen,30
95,变分法第二变分横截条件,7,BFFDEBFHJTJ,11,calculus_of_variations_second_variation_transversality_condition,64,bianfenfadierbianfenhengjietiaojian,35
96,变分法第二变分边界项,7,BFFDEBFBJX,10,calculus_of_variations_second_variation_boundary_term,53,bianfenfadierbianfenbianjiexiang,32
97,变分法第二变分正则性,7,BFFDEBFZZX,10,calculus_of_variations_second_variation_regularity,50,bianfenfadierbianfenzhengzexing,31
98,变分法第二变分稳定性,7,BFFDEBFWDX,10,calculus_of_variations_second_variation_stability,49,bianfenfadierbianfenwendingxing,31
99,变分法第二变分约束形式,7,BFFDEBFYSXS,11,calculus_of_variations_second_variation_constraint_form,55,bianfenfadierbianfenyueshuxingshi,33
100,变分法第二变分充分条件,7,BFFDEBFCFTJ,11,calculus_of_variations_second_variation_sufficient_condition,60,bianfenfadierbianfenchongfentiaojian,36
