编号,概念中文名,难度,中文首字母,中文首字母串长度,概念英文名,英文字符串长度,概念中文拼音,拼音字符串长度
29,Gronwall不等式,6,GRONWALLBDS,11,gronwall_inequality,19,Gronwallbudengshi,17
30,连续依赖定理,6,LXYLDL,6,continuity_yi_lai_theorem,25,lianxuyilaidingli,17
31,延拓定理,6,YTDL,4,yan_tuo_theorem,15,yantuodingli,12
32,最大存在区间,6,ZDCZQJ,6,zui_da_cun_zai_qu_jian,22,zuidacunzaiqujian,17
33,基本解矩阵,6,JBJJZ,5,fundamental_solution_ju_zhen,28,jibenjiejuzhen,14
34,Wronski行列式,6,WRONSKIXLS,10,wronski_xing_lie_shi,20,Wronskixinglieshi,17
35,常数变易法,6,CSBYF,5,chang_shu_bian_yi_fa,20,changshubianyifa,16
36,降阶法,6,JJF,3,jiang_jie_fa,12,jiangjiefa,10
37,幂级数解法,6,MJSJF,5,mi_ji_shu_solution_fa,21,mijishujiefa,12
38,Frobenius方法,6,FROBENIUSFF,11,frobenius_method,16,Frobeniusfangfa,15
39,相平面,6,XPM,3,phase_plane,11,xiangpingmian,13
40,积分曲线,6,JFQX,4,integral_curve,14,jifenquxian,11
41,平衡点,6,PHD,3,equilibrium_point,17,pinghengdian,12
42,临界点,6,LJD,3,critical_point,14,linjiedian,10
43,中心点,6,ZXD,3,zhong_xin_dian,14,zhongxindian,12
44,结点,6,JD,2,jie_dian,8,jiedian,7
45,稳定结点,6,WDJD,4,stable_jie_dian,15,wendingjiedian,14
46,不稳定结点,6,BWDJD,5,bu_stable_jie_dian,18,buwendingjiedian,16
47,稳定焦点,6,WDJD,4,stable_jiao_dian,16,wendingjiaodian,15
48,不稳定焦点,6,BWDJD,5,bu_stable_jiao_dian,19,buwendingjiaodian,17
49,周期轨道,6,ZQGD,4,periodic_orbit,14,zhouqiguidao,12
50,同宿轨道,6,TSGD,4,homoclinic_orbit,16,tongsuguidao,12
51,异宿轨道,6,YSGD,4,heteroclinic_orbit,18,yisuguidao,10
52,吸引子,6,XYZ,3,xi_yin_zi,9,xiyinzi,7
53,不变集,6,BBJ,3,invariant_set,13,bubianji,8
54,正向不变集,6,ZXBBJ,5,zheng_xiang_invariant_set,25,zhengxiangbubianji,18
55,Lyapunov函数,6,LYAPUNOVHS,10,lyapunov_function,17,Lyapunovhanshu,14
56,Lyapunov稳定性,6,LYAPUNOVWDX,11,lyapunov_stable_xing,20,Lyapunovwendingxing,19
57,渐近稳定性,6,JJWDX,5,asymptotic_stable_xing,22,jianjinwendingxing,18
58,指数稳定性,6,ZSWDX,5,zhi_shu_stable_xing,19,zhishuwendingxing,17
59,结构稳定性,6,JGWDX,5,jie_gou_stable_xing,19,jiegouwendingxing,17
60,Poincare映射,6,POINCAREYS,10,poincare_ying_she,17,Poincareyingshe,15
61,Floquet理论,6,FLOQUETLL,9,floquet_li_lun,14,Floquetlilun,12
62,分岔点,6,FCD,3,bifurcation_dian,16,fenchadian,10
63,鞍结分岔,6,AJFC,4,an_jie_bifurcation,18,anjiefencha,11
64,Hopf分岔,6,HOPFFC,6,hopf_bifurcation,16,Hopffencha,10
65,倍周期分岔,6,BZQFC,5,bei_zhou_qi_bifurcation,23,beizhouqifencha,15
66,中心流形,6,ZXLX,4,center_manifold,15,zhongxinliuxing,15
67,稳定流形,6,WDLX,4,stable_manifold,15,wendingliuxing,14
68,不稳定流形,6,BWDLX,5,unstable_manifold,17,buwendingliuxing,16
69,刚性比,6,GXB,3,gang_xing_bi,12,gangxingbi,10
70,Lipschitz条件,6,LIPSCHITZTJ,11,lipschitz_condition,19,Lipschitztiaojian,17
71,Caratheodory解,6,CARATHEODORYJ,13,caratheodory_solution,21,Caratheodoryjie,15
72,Peano存在定理,6,PEANOCZDL,9,peano_cun_zai_theorem,21,Peanocunzaidingli,17
73,比较定理,6,BJDL,4,comparison_theorem,18,bijiaodingli,12
74,Bernoulli方程,6,BERNOULLIFC,11,bernoulli_equation,18,Bernoullifangcheng,18
75,Clairaut方程,6,CLAIRAUTFC,10,clairaut_equation,17,Clairautfangcheng,17
76,Lagrange方程,6,LAGRANGEFC,10,lagrange_equation,17,Lagrangefangcheng,17
77,Euler方程,6,EULERFC,7,euler_equation,14,Eulerfangcheng,14
78,Bessel方程,6,BESSELFC,8,bessel_equation,15,Besselfangcheng,15
79,Legendre方程,6,LEGENDREFC,10,legendre_equation,17,Legendrefangcheng,17
80,一阶微分方程,6,YJWFFC,6,yi_jie_wei_fen_equation,23,yijieweifenfangcheng,20
81,一阶微分系统,6,YJWFXT,6,yi_jie_wei_fen_xi_tong,22,yijieweifenxitong,17
82,二阶微分方程,6,EJWFFC,6,er_jie_wei_fen_equation,23,erjieweifenfangcheng,20
83,二阶微分系统,6,EJWFXT,6,er_jie_wei_fen_xi_tong,22,erjieweifenxitong,17
84,高阶微分方程,6,GJWFFC,6,gao_jie_wei_fen_equation,24,gaojieweifenfangcheng,21
85,高阶微分系统,6,GJWFXT,6,gao_jie_wei_fen_xi_tong,23,gaojieweifenxitong,18
86,线性微分方程,6,XXWFFC,6,linear_wei_fen_equation,23,xianxingweifenfangcheng,23
87,线性微分系统,6,XXWFXT,6,linear_wei_fen_xi_tong,22,xianxingweifenxitong,20
88,非线性微分方程,6,FXXWFFC,7,nonlinear_wei_fen_equation,26,feixianxingweifenfangcheng,26
89,非线性微分系统,6,FXXWFXT,7,nonlinear_wei_fen_xi_tong,25,feixianxingweifenxitong,23
90,自治微分方程,6,ZZWFFC,6,zi_zhi_wei_fen_equation,23,zizhiweifenfangcheng,20
91,自治微分系统,6,ZZWFXT,6,zi_zhi_wei_fen_xi_tong,22,zizhiweifenxitong,17
92,非自治微分方程,6,FZZWFFC,7,fei_zi_zhi_wei_fen_equation,27,feizizhiweifenfangcheng,23
93,非自治微分系统,6,FZZWFXT,7,fei_zi_zhi_wei_fen_xi_tong,26,feizizhiweifenxitong,20
94,刚性微分方程,6,GXWFFC,6,gang_xing_wei_fen_equation,26,gangxingweifenfangcheng,23
95,刚性微分系统,6,GXWFXT,6,gang_xing_wei_fen_xi_tong,25,gangxingweifenxitong,20
96,奇异微分方程,6,QYWFFC,6,qi_yi_wei_fen_equation,22,qiyiweifenfangcheng,19
97,奇异微分系统,6,QYWFXT,6,qi_yi_wei_fen_xi_tong,21,qiyiweifenxitong,16
98,延迟微分系统,6,YCWFXT,6,yan_chi_wei_fen_xi_tong,23,yanchiweifenxitong,18
99,稳定平衡点,7,WDPHD,5,stable_equilibrium_point,24,wendingpinghengdian,19
100,稳定轨道,7,WDGD,4,stable_gui_dao,14,wendingguidao,13
