编号,概念中文名,难度,中文首字母,中文首字母串长度,概念英文名,英文字符串长度,概念中文拼音,拼音字符串长度
65,镜像对称TQFT,10,JXDCTQFT,8,jingxiangduichengtqft,21,jingxiangduichengtqft,21
66,同调镜像对称,10,TDJXDC,6,tongdiaojingxiangduicheng,25,tongdiaojingxiangduicheng,25
67,粘合公理,10,ZHGL,4,gluinggongli,12,zhanhegongli,12
68,切割粘合规则,10,QGZHGZ,6,qiegezhanheguize,16,qiegezhanheguize,16
69,配分函数不变量,10,PFHSBBL,7,peifenhanshububianliang,23,peifenhanshububianliang,23
70,手柄分解,10,SBFJ,4,shoubingfenjie,14,shoubingfenjie,14
71,手术公式,10,SSGS,4,shoushugongshi,14,shoushugongshi,14
72,三流形不变量,10,SLXBBL,6,sanliuxingbubianliang,21,sanliuxingbubianliang,21
73,四流形不变量,10,SLXBBL,6,siliuxingbubianliang,20,siliuxingbubianliang,20
74,拓扑质量项,10,TPZLX,5,tuopuzhiliangxiang,18,tuopuzhiliangxiang,18
75,BF耦合,10,BFOH,4,bfouhe,6,bfouhe,6
76,θ项,10,X,1,thetaxiang,10,xiang,5
77,庞特里亚金类,10,PTLYJL,6,pangteliyajinlei,16,pangteliyajinlei,16
78,陈类,10,CL,2,chenlei,7,chenlei,7
79,施蒂费尔-惠特尼类,10,SDFEHTNL,8,stiefelwhitneylei,17,shidifeierhuitenilei,20
80,欧拉类,10,OLL,3,eulerlei,8,oulalei,7
81,交叉形式,10,JCXS,4,jiaochaxingshi,14,jiaochaxingshi,14
82,唐纳森多项式,10,TNSDXS,6,donaldsonduoxiangshi,20,tangnasenduoxiangshi,20
83,塞伯格-威滕模空间,10,SBGWTMKJ,8,seibergwittenmokongjian,23,saibogeweitengmokongjian,24
84,单极子方程,10,DJZFC,5,danjizifangcheng,16,danjizifangcheng,16
85,扭结量子化,10,NJLZH,5,niujieliangzihua,16,niujieliangzihua,16
86,拓扑递归,10,TPDG,4,tuopudigui,10,tuopudigui,10
87,威滕指数,10,WTZS,4,wittenzhishu,12,weitengzhishu,13
88,谱流,10,PL,2,puliu,5,puliu,5
89,η不变量,10,BBL,3,bubianliang,11,bubianliang,11
90,APS指标定理,10,APSZBDL,7,apszhibiaodingli,16,apszhibiaodingli,16
91,指数密度,10,ZSMD,4,zhishumidu,10,zhishumidu,10
92,规范固定,10,GFGD,4,guifanguding,12,guifanguding,12
93,BRST上同调,10,BRSTSTD,7,brstshangtongdiao,17,brstshangtongdiao,17
94,BV形式主义,10,BVXSZY,6,bvxingshizhuyi,14,bvxingshizhuyi,14
95,AKSZ构造,10,AKSZGZ,6,akszgouzao,10,akszgouzao,10
96,奇辛结构,10,QXJG,4,qixinjiegou,11,qixinjiegou,11
97,主丛连接,10,ZCLJ,4,zhuconglianjie,14,zhuconglianjie,14
98,平坦连接模空间,10,PTLJMKJ,7,pingtanlianjiemokongjian,24,pingtanlianjiemokongjian,24
99,陈西蒙斯级数,10,CXMSJS,6,chenximengsijishu,17,chenximengsijishu,17
100,手征中心荷,10,SZZXH,5,shouzhengzhongxinhe,19,shouzhengzhongxinhe,19
101,模S矩阵,10,MSJZ,4,mosjuzhen,9,mosjuzhen,9
102,模T矩阵,10,MTJZ,4,motjuzhen,9,motjuzhen,9
103,维林德代数,10,WLDDS,5,verlindedaishu,14,weilindedaishu,14
104,三流形配分函数,10,SLXPFHS,7,sanliuxingpeifenhanshu,22,sanliuxingpeifenhanshu,22
105,拓扑威尔逊线,10,TPWEXX,6,tuopuwilsonxian,15,tuopuweierxunxian,17
106,卡迪边界态,10,KDBJT,5,cardybianjietai,15,kadibianjietai,14
107,扩展配边范畴,10,KZPBFC,6,kuozhancobordismfanchou,23,kuozhanpeibianfanchou,21
108,流形量子不变量,10,LXLZBBL,7,liuxingliangzibubianliang,25,liuxingliangzibubianliang,25
109,平坦联络模空间,10,PTLLMKJ,7,pingtanlianluomokongjian,24,pingtanlianluomokongjian,24
110,陈西蒙斯量子化,10,CXMSLZH,7,chenximengsiliangzihua,22,chenximengsiliangzihua,22
111,德恩手术公式,10,DESSGS,6,dehnshoushugongshi,18,deenshoushugongshi,18
112,可融合缺陷线,10,KRHQXX,6,keronghequexianxian,19,keronghequexianxian,19
