编号,概念中文名,难度,中文首字母,中文首字母串长度,概念英文名,英文字符串长度,概念中文拼音,拼音字符串长度
83,卡鲁扎-克莱因模,10,KLZKLYM,7,kaluzakleinmo,13,kaluzhakelaiyinmo,17
84,开弦端点,10,KXDD,4,kaixianduandian,15,kaixianduandian,15
85,陈-佩顿因子,10,CPDYZ,5,chanpatonyinzi,14,chenpeidunyinzi,15
86,D膜规范场,10,DMGFC,5,dmoguifanchang,14,dmoguifanchang,14
87,玻恩-因费尔德作用量,10,BEYFEDZYL,9,borninfeldzuoyongliang,22,boenyinfeierdezuoyongliang,26
88,狄拉克玻恩-因费尔德作用量,10,DLKBEYFEDZYL,12,diracborninfeldzuoyongliang,27,dilakeboenyinfeierdezuoyongliang,32
89,韦斯-朱米诺项,10,WSZMNX,6,wesszuminoxiang,15,weisizhuminuoxiang,18
90,B场,10,BC,2,bchang,6,bchang,6
91,RR场,10,RRC,3,rrchang,7,rrchang,7
92,NSNS场,10,NSNSC,5,nsnschang,9,nsnschang,9
93,世界面β函数,10,SJMHS,5,shijiemianhanshu,16,shijiemianhanshu,16
94,弦反常抵消,10,XFCDX,5,xianfanchangdixiao,18,xianfanchangdixiao,18
95,格林-施瓦茨机制,10,GLSWCJZ,7,greenschwarzjizhi,17,gelinshiwacijizhi,17
96,模空间度量,10,MKJDL,5,mokongjianduliang,17,mokongjianduliang,17
97,低能有效作用量,10,DNYXZYL,7,dinengyouxiaozuoyongliang,25,dinengyouxiaozuoyongliang,25
98,弦宇宙学,10,XYZX,4,xianyuzhouxue,13,xianyuzhouxue,13
99,预大爆炸情景,10,YDBZQJ,6,yudabaozhaqingjing,18,yudabaozhaqingjing,18
100,小弦理论,10,XXLL,4,xiaoxianlilun,13,xiaoxianlilun,13
101,张量分支,10,ZLFZ,4,zhangliangfenzhi,16,zhangliangfenzhi,16
102,几何工程,10,JHGC,4,jihegongcheng,13,jihegongcheng,13
103,拓扑弦,10,TPX,3,tuopuxian,9,tuopuxian,9
104,A模型拓扑弦,10,AMXTPX,6,amoxingtuopuxian,16,amoxingtuopuxian,16
105,B模型拓扑弦,10,BMXTPX,6,bmoxingtuopuxian,16,bmoxingtuopuxian,16
106,戈帕库马尔-瓦法不变量,10,GPKMEWFBBL,10,gopakumarvafabubianliang,24,gepakumaerwafabubianliang,25
107,唐纳森-托马斯不变量,10,TNSTMSBBL,9,donaldsonthomasbubianliang,26,tangnasentuomasibubianliang,27
108,全纯异常方程,10,QCYCFC,6,quanchunyichangfangcheng,24,quanchunyichangfangcheng,24
109,弦激发谱,10,XJFP,4,xianjifapu,10,xianjifapu,10
110,世界面模,10,SJMM,4,shijiemianmo,12,shijiemianmo,12
111,弦量子态,10,XLZT,4,xianliangzitai,14,xianliangzitai,14
112,弦拓扑荷,10,XTPH,4,xiantuopuhe,11,xiantuopuhe,11
